id,level,word,meaning,example,topic,subtopic,is_wrong,is_favorite,created_at,is_verb,past_tense,past_participle,du_form,er_form
8f86768d-f070-47b6-b0f9-20dfa0d52421,B1,äußerst,"매우, 극도로",Das ist äußerst interessant.,시원스쿨,Day 1,false,false,2025-06-03T07:18:39.896952+00,false,,,,
faa7a5dc-3269-4b3d-9c53-05e5d887299b,B1,die Belohnung,"보상, 상",Die Belohnung war 100 Euro.,시원스쿨,Day 1,false,false,2025-06-03T07:18:39.896952+00,false,,,,
b4aa1e53-26ae-4ad3-93e6-e7d271e21924,B1,zerkleinert,"잘게 썬, 다진",Das Gemüse ist zerkleinert.,시원스쿨,Day 1,false,false,2025-06-03T07:18:39.896952+00,false,,,,
245afa03-b487-4909-8e77-543ef73b392a,B1,hierzulande,"이 나라에서는, 이 부분에서는",Hierzulande isst man viel Brot.,시원스쿨,Day 1,false,false,2025-06-03T07:18:39.896952+00,false,,,,
d0374172-b282-4e9b-b2e2-51c9d0928787,B1,grob,"거친, 대략적인",Das war eine grobe Schätzung.,시원스쿨,Day 1,false,false,2025-06-03T07:18:39.896952+00,false,,,,
42c6c02c-8f87-4fe0-8799-c6d9d5651d6f,B1,fein,"고운, 섬세한",Das Mehl ist sehr fein.,시원스쿨,Day 1,false,false,2025-06-03T07:18:39.896952+00,false,,,,
147e0b97-87a0-4d2b-960b-de1ea3da48b4,B1,der Ursprung,"기원, 근원",Das ist der Ursprung der Idee.,시원스쿨,Day 1,false,false,2025-06-03T07:18:39.896952+00,false,,,,
e94249fb-05e6-4763-82ac-67acfa22849c,B1,das Rezept,"요리법, 처방전",Ich habe ein neues Rezept ausprobiert.,시원스쿨,Day 1,false,false,2025-06-03T07:18:39.896952+00,false,,,,
8a3777fe-e382-4472-bb77-ab7a4fc2c716,B1,verfasst,작성된,Der Text ist gut verfasst.,시원스쿨,Day 1,false,false,2025-06-03T07:18:39.896952+00,false,,,,
87fee8b4-918f-4ea3-a254-91634f6b25c4,B1,gestattet,허용된,Rauchen ist hier nicht gestattet.,시원스쿨,Day 1,false,false,2025-06-03T07:18:39.896952+00,false,,,,
0fc60048-7dd9-4bbe-a02d-898da6a4a740,B1,die Herstellung,"제조, 생산",Die Herstellung dauert zwei Tage.,시원스쿨,Day 1,false,false,2025-06-03T07:18:39.896952+00,false,,,,
595fd1b0-44ee-4d93-9a11-156a72b91d7c,B1,hergestellt,제조된,Das Produkt wurde in Deutschland hergestellt.,시원스쿨,Day 1,false,false,2025-06-03T07:18:39.896952+00,false,,,,
