id,level,word,meaning,example,topic,subtopic,is_wrong,is_favorite,created_at,is_verb,past_tense,past_participle,du_form,er_form
cead98b0-f07f-4984-adb8-558c18801ad9,A2,heiraten,결혼하다,Meine Schwester heriatet heute,가족과 친구,가족과 친구,false,false,2025-04-30 16:27:52.59871+00,true,heiratete,geheiratet,heriatest,heiratet
339b260a-c150-476f-9a32-d5d19d9cf487,A2,teuer,비싼,"Das Kleid ist zu teuer. ",형용사,표현,false,false,2025-05-01 07:58:46.812066+00,false,,,,
77891093-d32d-4e9a-ac1f-2301f6ad4a20,A2,neu,새로운,Ich habe ein neues Handy.,형용사,표현,false,false,2025-05-01 07:58:38.146581+00,false,,,,
658bbfb1-f909-4575-8164-e76d92bdbc0d,A2,beliebt,인기 있는	(beloved),Er ist sehr beliebt in der Schule.,형용사,표현,false,false,2025-05-01 07:58:27.131922+00,false,,,,
8df2c98c-ca82-47ff-af27-0b497e6e78d5,A2,glücklich,행복한,Ich bin heute sehr glücklich.,형용사,표현,false,false,2025-05-01 07:59:21.181758+00,false,,,,
0a19d3f1-c506-4708-a19e-1774f5c4b8aa,A2,Wie heißt du ?,너는 이름이 뭐니?,Wie heißen Sie?,가족과 친구,회화,false,false,2025-05-01 06:30:41.463708+00,false,,,,
e63bb6e6-5cc5-46e1-ba0c-790c3f5c7aae,A2,schön,예쁜 / 멋진,Dein Kleid ist schön.,형용사,표현,false,false,2025-05-01 07:59:10.068513+00,false,,,,
f465df15-3ab2-4bdc-820b-77350eea65fc,A2,einfach,쉬운,"Deutsch ist nicht einfach. ",형용사,표현,false,false,2025-05-01 07:58:05.939896+00,false,,,,
def56c56-7aa8-47e6-903f-ff911b9b479b,A2,billig,저렴한,	Die Schuhe waren billig.,형용사,표현,false,false,2025-05-01 07:58:55.67544+00,false,,,,
c1cd0739-f50b-4963-82c6-1c4bd3d886bc,A2,sich anfreunden,친해지다,Wir haben uns schnell angefreundet.,Beziehung,Soziale Kontakte,false,false,2025-05-20 15:49:02.064418+00,true,freundete sich an,sich angefreundet,freundest dich an,freundet sich an
c7c110f8-9d1d-4b79-a883-04619211af5e,A2,Leute kennenlernen,사람들을 알게 되다,Im Urlaub habe ich viele Leute kennengelernt.,Beziehung,Soziale Kontakte,false,false,2025-05-20 15:49:02.064418+00,true,lernte kennen,kennengelernt,lernst kennen,lernt kennen
1d9591ea-67eb-4ac1-abdf-fdf70f6173a2,A2,sauber,깨끗한,Das Zimmer ist sauber.,형용사,표현,false,false,2025-05-01 08:00:08.86376+00,false,,,,
149c18ee-d9c7-43f4-8583-0764e6936538,A2,unwichtig,중요하지 않은," Die Details sind unwichtig.",형용사,표현,false,false,2025-05-01 08:01:10.330699+00,false,,,,
22cc7705-dcdc-4949-bed7-355f48648935,A2,warm,따뜻한,Die Suppe ist warm.,형용사,표현,false,false,2025-05-01 07:59:56.846296+00,false,,,,
d62d480a-2dc6-4d12-a080-35c819c7d9d8,A2,klug,똑똑한,Sie ist sehr klug und lernt schnell.,형용사,표현,false,false,2025-05-01 08:03:50.040211+00,false,,,,
e051b455-6074-4f11-8147-bea2fc0d736d,A2,blöd,"바보 같은, 별로인",Das Wetter war blöd.,형용사,표현,false,true,2025-05-01 08:01:21.50516+00,false,,,,
9d0e9f5c-4030-4e31-9bb6-422cb5718144,A2,hässlich,못생긴,Diese Lampe ist hässlich.,형용사,표현,false,false,2025-05-01 08:01:46.176128+00,false,,,,
fc27d134-1470-4436-9aa3-3331c1633813,A2,schlau,"약삭빠른, 영리한 (sly)","Er ist schlau, aber manchmal zu frech.(그는 똑똑한데 가끔 너무 건방져.)",형용사,표현,false,true,2025-05-01 08:04:13.725408+00,false,,,,
414e08c9-c187-487f-b3a0-cfc5ff01d5bb,A2,langsam,느린,Der Bus ist langsam.,형용사,표현,false,true,2025-05-01 08:02:07.290822+00,false,,,,
b277f84b-da68-41e2-ae03-cadd009d48b0,A2,lieb,귀엽고 착한	,Das Kind ist so lieb!,형용사,표현,false,false,2025-05-01 08:05:56.308873+00,false,,,,
a3be8bf2-822d-40e2-906f-2cd569589a88,A2,Wie ist dein Vorname?,너의 이름이 뭐니?,Wie ist Ihr Vorname?,가족과 친구,회화,false,false,2025-05-01 06:34:37.696601+00,false,,,,
d640471e-612d-4c54-b99f-5f45ced3bc5e,A2,frühstücken,아침을 먹다,frühstücken Sie jeden Morgen?,일상,표현,false,false,2025-05-01 08:29:10.430309+00,true,frühstückte,gefrühstückt,frühstückst,frühstückt
ac0cf944-eb8e-4c9b-b94d-1bc75a6677cf,A2,leise,조용한,Die Stimme ist leise.,형용사,표현,false,false,2025-05-01 08:02:15.834241+00,false,,,,
b9d3aa95-5d4f-49c2-b615-e8f5b1fd6fb9,A2,der Quadratmeter,평방미터	(qm),Die Wohnung hat 70 Quadratmeter.,집,주거,false,false,2025-05-01 09:37:08.711957+00,false,,,,
29f089e8-f916-44f5-983e-62aa053bd8df,A2,ängstlich,"겁이 많은, 불안한 (anxiety)",Das Kind ist ängstlich.,형용사,표현,false,true,2025-05-01 08:04:51.771665+00,false,,,,
ed09ba9b-90e1-4733-8042-0b35eafe2c54,A2,ruhig,"조용한, 차분한, 평온한",Wir wohnen in einer ruhigen Straße.,형용사,표현,false,false,2025-05-01 08:02:54.263192+00,false,,,,
c7290f71-b799-4ef5-a860-7900f8e90edf,A2,besserwisserisch,아는 척하는 / 잘난 척하는	,Sei nicht so besserwisserisch!(그렇게 잘난 척 좀 하지 마!),형용사,표현,false,true,2025-05-01 08:04:33.959112+00,false,,,,
37b12933-ea17-4808-ab84-046224810e8b,A2,gruselig,무서운 (공포스러운)	,Dieser Film ist echt gruselig.,형용사,표현,false,true,2025-05-01 08:05:10.504893+00,false,,,,
a0eb53a3-051b-4544-a96a-798503cc8172,A2,erschrocken,깜짝 놀란 (놀람 반응)	,"Ich war erschrocken, als ich das gehört habe.",형용사,표현,false,true,2025-05-01 08:05:22.097758+00,false,,,,
6cd233b0-1375-492d-8373-2cf88dc5457a,A2,still,말이 없는 / 침묵하는	,Sie war den ganzen Abend still.,형용사,표현,false,true,2025-05-01 08:05:31.026696+00,false,,,,
ea6db559-06a1-4661-9a27-a1a1a5e2d490,A2,besorgt,걱정하는,Ich bin besorgt um meine Mutter.,형용사,표현,false,true,2025-05-01 08:04:59.871105+00,false,,,,
11a5f976-2760-444a-856d-5302cf53cfe9,A2,höflich,공손한,Er hat höflich gefragt.,형용사,표현,false,true,2025-05-01 08:05:48.952198+00,false,,,,
8318ee35-3c0c-4a11-ab5e-e78b5d54b4c8,A2,schmutzig,더러운,Der Boden ist schmutzig.,형용사,표현,false,false,2025-05-01 08:02:35.403063+00,false,,,,
facabaa1-1531-4431-a1f8-97871c28af8e,A2,schweigsam,과묵한 (성격)	,"Er ist sehr schweigsam, aber nett.",형용사,표현,false,true,2025-05-01 08:05:38.687074+00,false,,,,
533105f1-54ae-4841-b4f6-50f10a47269a,A2,laut,시끄러운,Die Musik ist zu laut,형용사,표현,false,false,2025-05-01 07:59:47.350731+00,false,,,,
0fc0f4ec-33d3-425c-8969-01bc5bffab6a,A2,traurig,슬픈,Gestern war ich traurig.,형용사,표현,false,false,2025-05-01 08:01:56.244992+00,false,,,,
9ec53543-1015-4c88-a961-b2337c5bf407,A2,Wie alt bist du?,너는 몇 살이니?,Wie alt sind Sie?,가족과 친구,회화,false,false,2025-05-01 06:36:47.498629+00,false,,,,
fee5c1cd-9f65-4179-9d22-54646a4707f4,A2,liegen,"눕다, 놓여 있다",Er liegt im Krankenhaus. (그는 병원에 누워 있다==입원),건강,병원,false,true,2025-05-02 14:49:35.335179+00,true,lag,gelegen,liegst,liegt
6efe940c-f6f3-43b4-a0a8-457a9f0ac523,A2,die Treppenhausreinigung	,계단 청소	,Die Treppenhausreinigung ist in den Nebenkosten.,집,월세,false,true,2025-05-01 09:22:18.158408+00,false,,,,
e931321e-af5a-440b-b3c1-bc21d257c131,A2,schlafen,잠자다,Wann schläfst du?,일상,표현,false,false,2025-05-01 08:29:58.149039+00,true,schlief,geschlafen,schläfst,schläft
58ac952a-76ae-43d7-8c11-3a2800377238,A2,der Fluss,강,Der Fluss fließt durch die Stadt.,도시관광,관광,false,false,2025-05-02 15:27:08.092357+00,false,,,,
59997cde-51e4-4144-ae5a-178de5ee352c,A2,die Kirche,교회,Die Kirche ist alt und groß.,도시관광,관광,false,false,2025-05-02 15:27:54.82667+00,false,,,,
c0c8ac21-e86d-45fa-98e8-5b92cf5ee3a6,A2,das Kino,영화관,Wollen wir ins Kino gehen?,도시관광,관광,false,false,2025-05-02 15:28:05.4009+00,false,,,,
a68de16c-ead3-49c9-8643-29b08430fd94,A2,das Café,카페,Wir treffen uns im Café.,도시관광,관광,false,false,2025-05-02 15:28:44.228781+00,false,,,,
c2b0d4e5-c264-4978-9a56-5d70cc2d345e,A2,der Park,공원,Die Kinder spielen im Park.,도시관광,관광,false,false,2025-05-02 15:28:56.307474+00,false,,,,
8d8069b0-3edb-4660-96de-96654b88f8b9,A2,Woher kommst du?,너는 어디 출신이니?,Woher kommen Sie?,가족과 친구,회화,false,false,2025-05-01 06:36:28.497389+00,false,,,,
a7c02166-b66d-4e59-8f21-031eb3ffbab5,A2,die Müllentsorgung	,쓰레기 처리	,Die Müllentsorgung kostet extra.,집,월세,false,true,2025-05-01 09:21:53.342104+00,false,,,,
401d4c16-8dc3-4d7e-8a62-29dfc0dfd43b,A2,Wo bist du geboren?,너는 어디에서 태어났니?,Wo sind Sie geboren?,가족과 친구,회화,false,true,2025-05-01 06:36:08.911651+00,false,,,,
a3a78193-ee70-45dc-be3b-e59c2b891dac,A2,die Kaution	,보증금,Die Kaution beträgt zwei Monatsmieten.(보증금은 두 달 치 월세야.),집,주거,false,true,2025-05-01 09:37:37.476329+00,false,,,,
2e2836a6-5240-4bca-b279-bf8091064af3,A2,blasen,불다,Aus Nordwest blies ein heftiger Wind. (북서쪽으로 강한 바람이 불었다.),날씨,일기예보,false,true,2025-05-02 14:18:48.931546+00,true,blies,geblasen,bläs(es)t,bläst
2d2e1bc1-19f5-4dc7-a799-fe34ef28e3df,A2,suchen,찾다,"Ich suche meinen Schlüssel ",집,월세,false,false,2025-05-01 09:49:47.280117+00,true,suchte,gesucht,suchst,sucht
607d655d-41c6-4a10-9c52-37711e18f7a5,A2,fühlen,"느끼다, feeling",Ich fühle mich nicht wohl. (나는 몸 상태가 좋지 않다),건강,표현,false,true,2025-05-02 15:06:04.380338+00,true,fühlte,gefühlt,fühlst,fühlt
506ef800-932c-491f-81d0-b0f95463b562,A2,das Rathaus,시청,Das Rathaus ist im Zentrum.,도시관광,관광,false,false,2025-05-02 15:27:19.897449+00,false,,,,
d1d106eb-db47-4967-b5b5-3f1e04ca3185,A2,die Brücke,"bridge, 다리",Wir gehen über die Brücke.,도시관광,관광,false,false,2025-05-02 15:26:51.450036+00,false,,,,
